ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Profit,Prior_purchases,Product_importance,Order_date,Ship_Date,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product Category,Product sub Category
10376,F,Ship,4,3,216,10.8,2,low,19-10-2020,27-10-2020,M,4,5997,0,Office Supplies,Telephones and Communications
10377,A,Ship,4,3,169,8.45,3,low,11-08-2021,13-08-2021,F,8,4613,0,Office Supplies,Telephones and Communications
10378,B,Ship,4,3,165,8.25,2,low,04-11-2023,08-11-2023,M,2,5210,0,Office Supplies,Telephones and Communications
10379,C,Ship,4,4,245,12.25,3,medium,07-05-2022,17-05-2022,F,7,4480,1,Technology,Telephones and Communications
10380,F,Ship,4,1,171,8.55,2,low,26-03-2023,01-04-2023,F,6,5719,1,Office Supplies,Telephones and Communications
10381,D,Ship,2,5,238,11.9,4,medium,09-04-2020,11-04-2020,M,9,4086,0,Technology,Telephones and Communications
10382,F,Ship,4,2,265,13.25,3,medium,20-07-2020,28-07-2020,F,1,5385,0,Technology,Telephones and Communications
10383,A,Ship,4,3,207,10.35,2,medium,28-09-2020,06-10-2020,M,5,4286,0,Technology,Telephones and Communications
10384,B,Ship,3,4,257,12.85,3,medium,31-07-2022,04-08-2022,M,10,4670,1,Technology,Telephones and Communications
10385,C,Ship,3,4,252,12.6,2,high,25-10-2021,28-10-2021,M,9,4278,0,Technology,Telephones and Communications
10386,F,Road,5,5,272,13.6,2,low,01-12-2021,08-12-2021,F,4,5342,0,Office Supplies,Telephones and Communications
10387,D,Road,3,2,180,9,6,medium,17-08-2022,26-08-2022,M,3,5780,1,Technology,Telephones and Communications
10388,F,Road,5,1,217,10.85,2,low,06-04-2021,14-04-2021,F,9,4345,0,Office Supplies,Telephones and Communications
10389,A,Road,3,1,149,7.45,3,medium,15-09-2023,18-09-2023,F,9,5952,1,Technology,Telephones and Communications
10390,B,Road,4,5,185,9.25,2,low,18-06-2022,25-06-2022,M,6,4610,0,Office Supplies,Telephones and Communications
10391,C,Road,5,2,222,11.1,3,medium,17-04-2021,20-04-2021,M,10,5644,1,Technology,Telephones and Communications
10392,F,Road,4,3,180,9,3,medium,11-05-2021,20-05-2021,M,4,5471,0,Technology,Telephones and Communications
10393,D,Road,4,2,156,7.8,3,medium,05-02-2022,10-02-2022,M,1,4097,1,Technology,Telephones and Communications
10394,F,Road,3,5,241,12.05,3,medium,18-12-2022,27-12-2022,M,10,5099,1,Technology,Telephones and Communications
10395,A,Road,4,1,170,8.5,10,medium,28-07-2023,01-08-2023,F,3,5211,1,Technology,Telephones and Communications
10396,B,Road,3,2,286,14.3,6,high,12-11-2020,22-11-2020,F,1,5035,1,Technology,Telephones and Communications
10397,C,Road,3,4,232,11.6,5,medium,23-01-2023,27-01-2023,M,7,5653,1,Technology,Telephones and Communications
10398,F,Road,5,2,171,8.55,3,low,02-06-2020,06-06-2020,M,6,4656,1,Office Supplies,Telephones and Communications
10399,D,Road,4,4,146,7.3,10,low,05-10-2023,11-10-2023,F,3,4152,1,Office Supplies,Telephones and Communications
10400,F,Road,4,2,189,9.45,10,medium,15-05-2023,22-05-2023,F,5,5470,0,Technology,Telephones and Communications
10401,A,Road,2,1,235,11.75,3,high,16-02-2020,26-02-2020,M,8,4522,1,Technology,Telephones and Communications
10402,B,Road,4,2,187,9.35,3,high,02-06-2022,06-06-2022,F,5,4897,1,Technology,Telephones and Communications
10403,C,Road,3,5,166,8.3,3,high,02-10-2023,05-10-2023,F,5,5206,0,Technology,Telephones and Communications
10404,F,Road,4,4,264,13.2,6,medium,14-01-2021,20-01-2021,F,6,1748,1,Technology,Telephones and Communications
10405,D,Road,5,3,243,12.15,6,low,31-03-2023,02-04-2023,F,1,1856,0,Office Supplies,Telephones and Communications
10406,F,Road,5,2,245,12.25,5,low,09-07-2020,13-07-2020,F,9,1466,0,Office Supplies,Telephones and Communications
10407,A,Road,5,5,239,11.95,6,low,12-01-2020,21-01-2020,F,1,1984,0,Office Supplies,Telephones and Communications
10408,B,Flight,4,3,248,12.4,5,low,08-06-2020,11-06-2020,M,3,1093,0,Office Supplies,Mobile Accessories
10409,C,Flight,6,4,268,13.4,4,low,17-12-2023,22-12-2023,M,9,1793,0,Office Supplies,Mobile Accessories
10410,F,Flight,6,2,271,13.55,4,low,15-07-2021,24-07-2021,F,2,1893,1,Office Supplies,Mobile Accessories
10411,D,Flight,4,3,233,11.65,5,low,27-03-2020,30-03-2020,M,2,1079,0,Office Supplies,Mobile Accessories
10412,F,Flight,5,1,245,12.25,5,low,19-02-2021,27-02-2021,F,7,1092,0,Office Supplies,Mobile Accessories
10413,A,Flight,5,5,248,12.4,5,medium,09-02-2022,16-02-2022,M,8,1881,1,Technology,Mobile Accessories
10414,B,Flight,5,1,234,11.7,5,medium,09-05-2020,15-05-2020,M,2,1030,1,Technology,Mobile Accessories
10415,C,Flight,4,5,259,12.95,5,medium,17-12-2022,23-12-2022,M,2,1066,1,Technology,Mobile Accessories
10416,F,Flight,5,4,259,12.95,6,low,10-10-2022,14-10-2022,M,1,1206,1,Office Supplies,Mobile Accessories
10417,D,Flight,5,2,263,13.15,6,low,03-03-2023,10-03-2023,F,6,1511,1,Office Supplies,Mobile Accessories
10418,F,Flight,3,1,158,7.9,5,low,21-03-2023,28-03-2023,M,9,1537,1,Office Supplies,Mobile Accessories
10419,A,Flight,5,3,270,13.5,5,low,14-10-2021,21-10-2021,F,1,1568,1,Office Supplies,Mobile Accessories
10420,B,Flight,2,1,238,11.9,4,medium,05-07-2020,09-07-2020,F,4,4780,0,Technology,Mobile Accessories
10421,C,Flight,4,1,265,13.25,3,medium,05-01-2023,09-01-2023,M,3,5177,0,Technology,Mobile Accessories
10422,F,Flight,4,3,207,10.35,2,medium,11-09-2023,21-09-2023,M,4,5227,1,Technology,Mobile Accessories
10423,D,Flight,3,2,257,12.85,3,medium,17-12-2020,23-12-2020,M,9,5236,0,Technology,Mobile Accessories
10424,F,Flight,3,3,252,12.6,2,high,15-11-2022,19-11-2022,M,1,5707,1,Technology,Mobile Accessories
10425,A,Flight,5,5,272,13.6,2,low,25-12-2023,02-01-2024,M,1,4883,1,Office Supplies,Mobile Accessories
10426,B,Flight,3,4,180,9,6,medium,25-05-2020,27-05-2020,F,3,5605,0,Technology,Mobile Accessories
10427,C,Flight,5,4,217,10.85,2,low,18-03-2022,23-03-2022,M,2,5469,1,Office Supplies,Mobile Accessories
10428,F,Flight,3,4,149,7.45,3,medium,20-12-2021,22-12-2021,F,3,4540,0,Technology,Mobile Accessories
10429,D,Flight,4,5,185,9.25,2,low,20-03-2020,27-03-2020,F,4,5428,0,Office Supplies,Mobile Accessories
10430,F,Ship,5,4,222,11.1,3,medium,07-04-2020,13-04-2020,M,8,5559,1,Technology,Mobile Accessories
10431,A,Ship,4,2,180,9,3,medium,30-04-2020,02-05-2020,M,6,4417,0,Technology,Mobile Accessories
10432,B,Ship,4,2,156,7.8,3,medium,29-07-2023,04-08-2023,M,5,4946,1,Technology,Mobile Accessories
10433,C,Ship,3,3,241,12.05,3,medium,01-04-2020,05-04-2020,F,10,5275,1,Technology,Mobile Accessories
10434,F,Ship,4,2,170,8.5,10,medium,12-07-2021,21-07-2021,F,4,4696,1,Technology,Mobile Accessories
10435,D,Ship,3,5,286,14.3,6,high,15-07-2023,19-07-2023,M,8,4777,0,Technology,Mobile Accessories
10436,F,Ship,3,3,232,11.6,5,medium,23-08-2022,30-08-2022,M,10,5580,0,Technology,Mobile Accessories
10437,A,Ship,5,4,171,8.55,3,low,18-10-2020,22-10-2020,F,1,5011,0,Office Supplies,Mobile Accessories
10438,B,Ship,4,4,146,7.3,10,low,14-07-2023,22-07-2023,M,1,4351,0,Office Supplies,Mobile Accessories
10439,C,Ship,4,1,189,9.45,10,medium,26-07-2023,29-07-2023,F,2,4505,1,Technology,Mobile Accessories
10440,F,Ship,2,5,235,11.75,3,high,13-06-2022,17-06-2022,F,10,5775,1,Technology,Mobile Accessories
10441,D,Ship,4,4,187,9.35,3,high,22-12-2022,24-12-2022,M,6,4567,0,Technology,Mobile Accessories
10442,F,Ship,3,4,166,8.3,3,high,16-10-2022,22-10-2022,M,6,4247,0,Technology,Mobile Accessories
10443,A,Ship,4,3,264,13.2,6,medium,10-08-2023,15-08-2023,F,7,1178,1,Technology,Mobile Accessories
10444,B,Ship,5,3,243,12.15,6,low,12-06-2023,21-06-2023,F,10,1078,1,Office Supplies,Mobile Accessories
10445,C,Ship,5,2,245,12.25,5,low,02-02-2021,12-02-2021,M,8,1528,0,Office Supplies,Mobile Accessories
10446,F,Ship,5,5,239,11.95,6,low,01-07-2021,04-07-2021,M,9,1417,1,Office Supplies,Mobile Accessories
10447,D,Ship,4,5,248,12.4,5,low,27-01-2022,01-02-2022,F,6,1754,0,Office Supplies,Mobile Accessories
10448,F,Ship,6,5,268,13.4,4,low,05-05-2022,15-05-2022,M,7,1600,1,Office Supplies,Mobile Accessories
10449,A,Ship,6,4,271,13.55,4,low,09-10-2021,17-10-2021,F,6,1091,0,Office Supplies,Mobile Accessories
10450,B,Ship,4,3,233,11.65,5,low,19-05-2020,24-05-2020,M,5,1799,1,Office Supplies,Mobile Accessories
10451,C,Ship,5,1,245,12.25,5,low,25-06-2021,05-07-2021,M,7,1038,0,Office Supplies,Mobile Accessories
10452,F,Ship,5,5,248,12.4,5,medium,01-01-2023,11-01-2023,F,1,1945,1,Technology,Mobile Accessories
10453,D,Ship,5,5,234,11.7,5,medium,18-08-2020,22-08-2020,M,9,1812,0,Technology,Mobile Accessories
10454,F,Ship,4,3,259,12.95,5,medium,22-02-2020,26-02-2020,M,2,1574,0,Technology,Mobile Accessories
10455,A,Ship,5,5,259,12.95,6,low,18-08-2020,22-08-2020,M,5,1382,1,Office Supplies,Mobile Accessories
10456,B,Ship,5,1,263,13.15,6,low,22-08-2020,01-09-2020,F,3,1665,1,Office Supplies,Mobile Accessories
10457,C,Ship,5,4,217,10.85,6,medium,17-01-2023,23-01-2023,M,6,1483,1,Technology,Mobile Accessories
10458,F,Ship,4,3,242,12.1,6,low,23-03-2023,25-03-2023,M,5,1411,0,Office Supplies,Mobile Accessories
10459,D,Ship,4,4,255,12.75,6,low,26-07-2023,02-08-2023,F,2,1430,1,Office Supplies,Mobile Accessories
10460,F,Ship,2,3,277,13.85,3,medium,17-07-2021,26-07-2021,F,1,1738,0,Technology,Mobile Accessories
10461,A,Ship,4,2,267,13.35,5,low,26-09-2020,04-10-2020,M,3,1933,1,Office Supplies,Mobile Accessories
10462,B,Ship,5,4,260,13,5,low,02-03-2020,05-03-2020,M,5,1370,0,Office Supplies,Mobile Accessories
10463,C,Ship,4,5,259,12.95,5,low,10-07-2021,18-07-2021,F,9,1951,1,Office Supplies,Mobile Accessories
10464,F,Ship,5,5,257,12.85,5,medium,18-07-2021,20-07-2021,F,6,1101,0,Technology,Mobile Accessories
10465,D,Ship,5,1,228,11.4,5,low,08-09-2021,15-09-2021,F,2,1950,1,Office Supplies,Mobile Accessories
10466,F,Ship,5,1,255,12.75,6,low,17-08-2023,23-08-2023,F,3,1014,0,Office Supplies,Mobile Accessories
10467,A,Ship,5,5,262,13.1,6,low,10-01-2022,13-01-2022,M,10,1816,1,Office Supplies,Mobile Accessories
10468,B,Ship,5,1,262,13.1,5,medium,07-04-2022,16-04-2022,M,4,1196,0,Technology,Mobile Accessories
10469,C,Ship,5,1,241,12.05,5,low,09-05-2023,15-05-2023,M,4,1348,1,Office Supplies,Mobile Accessories
10470,F,Ship,4,2,262,13.1,6,medium,18-06-2020,25-06-2020,F,4,1644,1,Technology,Mobile Accessories
10471,D,Ship,4,2,263,13.15,6,medium,26-07-2020,01-08-2020,F,4,1644,0,Technology,Mobile Accessories
10472,F,Ship,4,3,233,11.65,5,low,27-01-2023,29-01-2023,M,4,1668,0,Office Supplies,Mobile Accessories
10473,A,Ship,5,3,221,11.05,5,low,19-09-2021,28-09-2021,F,8,1109,0,Office Supplies,Mobile Accessories
10474,B,Ship,5,5,254,12.7,5,low,03-03-2022,05-03-2022,M,7,1967,0,Office Supplies,Mobile Accessories
10475,C,Ship,3,4,236,11.8,4,medium,18-01-2020,22-01-2020,M,2,1016,0,Technology,Mobile Accessories
10476,F,Ship,5,1,258,12.9,5,high,11-08-2020,13-08-2020,F,9,1856,1,Technology,Mobile Accessories
10477,D,Ship,4,2,223,11.15,5,medium,21-06-2021,26-06-2021,F,8,1559,1,Technology,Mobile Accessories
10478,F,Ship,5,1,248,12.4,5,low,20-12-2022,29-12-2022,M,3,1642,1,Office Supplies,Mobile Accessories
10479,A,Ship,4,1,204,10.2,4,low,17-08-2020,26-08-2020,F,3,1667,0,Office Supplies,Mobile Accessories
10480,B,Ship,4,1,276,13.8,5,low,21-12-2022,26-12-2022,F,2,1246,0,Office Supplies,Mobile Accessories
10481,C,Ship,5,4,241,12.05,5,medium,09-06-2023,19-06-2023,M,1,1924,1,Technology,Mobile Accessories
10482,F,Ship,5,4,263,13.15,5,low,03-06-2023,09-06-2023,M,5,1181,0,Office Supplies,Mobile Accessories
10483,D,Ship,5,2,265,13.25,5,medium,19-03-2021,22-03-2021,F,5,1864,0,Technology,Mobile Accessories
10484,F,Ship,4,2,253,12.65,5,medium,14-10-2020,21-10-2020,F,3,1092,0,Technology,Mobile Accessories
10485,A,Ship,5,1,257,12.85,5,high,01-03-2022,08-03-2022,F,2,1323,0,Technology,Mobile Accessories
10486,B,Ship,4,2,259,12.95,6,medium,09-10-2022,18-10-2022,M,8,1096,1,Technology,Mobile Accessories
10487,C,Ship,6,4,206,10.3,5,medium,28-03-2022,06-04-2022,F,10,1680,0,Technology,Mobile Accessories
10488,F,Ship,5,2,254,12.7,5,medium,31-05-2021,10-06-2021,F,4,1030,0,Technology,Mobile Accessories
10489,D,Ship,5,1,143,7.15,3,medium,13-07-2020,17-07-2020,F,3,4907,1,Technology,Mobile Accessories
10490,F,Ship,3,2,169,8.45,2,low,25-02-2021,05-03-2021,M,6,4033,0,Office Supplies,Mobile Accessories
10491,A,Ship,3,1,194,9.7,4,low,28-06-2020,03-07-2020,F,8,4308,0,Office Supplies,Mobile Accessories
10492,B,Ship,4,5,248,12.4,3,low,23-08-2023,25-08-2023,M,7,5853,0,Office Supplies,Mobile Accessories
10493,C,Ship,4,1,153,7.65,3,medium,18-07-2020,28-07-2020,M,5,5952,0,Technology,Mobile Accessories
10494,F,Ship,3,3,151,7.55,3,low,25-08-2023,28-08-2023,M,9,5082,0,Office Supplies,Mobile Accessories
10495,D,Ship,3,4,148,7.4,3,medium,05-04-2022,08-04-2022,M,7,4531,0,Technology,Mobile Accessories
10496,F,Ship,4,2,214,10.7,6,medium,10-08-2023,18-08-2023,M,9,4736,1,Technology,Mobile Accessories
10497,A,Ship,4,1,251,12.55,2,low,25-09-2020,01-10-2020,F,2,4839,1,Office Supplies,Mobile Accessories
10498,B,Ship,2,3,136,6.8,3,low,30-11-2020,08-12-2020,M,10,4933,0,Office Supplies,Mobile Accessories
10499,C,Ship,3,4,247,12.35,3,medium,07-02-2020,16-02-2020,M,8,5792,0,Technology,Mobile Accessories
10500,F,Ship,3,4,239,11.95,2,low,14-10-2020,23-10-2020,F,10,5674,1,Office Supplies,Mobile Accessories
10501,D,Ship,4,1,247,12.35,3,low,14-07-2021,19-07-2021,M,5,5636,1,Office Supplies,Mobile Accessories
10502,F,Ship,2,1,184,9.2,2,high,26-09-2023,01-10-2023,F,3,4331,0,Technology,Mobile Accessories
10503,A,Ship,3,1,248,12.4,3,medium,25-09-2022,02-10-2022,M,7,5588,0,Technology,Mobile Accessories
10504,B,Ship,5,5,244,12.2,3,medium,27-06-2020,04-07-2020,M,7,4078,1,Technology,Mobile Accessories
10505,C,Ship,5,2,252,12.6,3,low,13-09-2023,17-09-2023,M,7,5058,0,Office Supplies,Mobile Accessories
10506,F,Ship,4,2,136,6.8,4,low,06-03-2020,09-03-2020,F,3,4190,0,Office Supplies,Mobile Accessories
10507,D,Ship,4,5,200,10,4,low,13-05-2023,23-05-2023,F,1,4885,0,Office Supplies,Mobile Accessories
10508,F,Ship,3,1,187,9.35,2,low,09-03-2020,19-03-2020,M,6,5448,0,Office Supplies,Mobile Accessories
10509,A,Ship,4,2,222,11.1,2,medium,15-02-2020,20-02-2020,M,10,5115,1,Technology,Mobile Accessories
10510,B,Ship,3,4,247,12.35,2,low,02-11-2020,11-11-2020,M,2,4975,1,Office Supplies,Mobile Accessories
10511,C,Ship,3,2,195,9.75,2,high,14-12-2022,24-12-2022,M,2,4669,1,Technology,Mobile Accessories
10512,F,Ship,4,3,190,9.5,2,low,11-08-2020,13-08-2020,F,7,5834,1,Office Supplies,Mobile Accessories
10513,D,Ship,4,5,226,11.3,2,low,14-12-2021,19-12-2021,M,10,4706,1,Office Supplies,Mobile Accessories
10514,F,Ship,3,4,205,10.25,3,low,26-11-2021,02-12-2021,F,7,4490,0,Office Supplies,Mobile Accessories
10515,A,Ship,4,1,225,11.25,3,medium,05-12-2023,13-12-2023,M,9,4242,1,Technology,Mobile Accessories
10516,B,Ship,2,3,275,13.75,3,medium,25-05-2020,31-05-2020,M,10,4183,1,Technology,Mobile Accessories
10517,C,Ship,3,4,154,7.7,2,high,07-12-2021,17-12-2021,F,2,4998,0,Technology,Mobile Accessories
10518,F,Ship,5,5,141,7.05,3,low,16-12-2022,19-12-2022,M,4,4534,0,Office Supplies,Mobile Accessories
10519,D,Ship,3,2,198,9.9,2,medium,05-02-2023,07-02-2023,M,8,5889,0,Technology,Mobile Accessories
10520,F,Ship,4,3,263,13.15,2,low,27-03-2023,05-04-2023,M,9,4210,0,Office Supplies,Mobile Accessories
10521,A,Ship,4,4,184,9.2,3,medium,27-03-2020,29-03-2020,F,9,4500,0,Technology,Mobile Accessories
10522,B,Ship,3,2,221,11.05,2,medium,27-06-2021,05-07-2021,M,9,4466,0,Technology,Mobile Accessories
10523,C,Road,3,5,259,12.95,3,medium,30-01-2022,07-02-2022,M,7,4480,1,Technology,Mobile Accessories
10524,F,Road,4,4,238,11.9,4,high,17-02-2022,21-02-2022,M,1,5702,1,Technology,Mobile Accessories
10525,D,Road,3,5,188,9.4,3,high,03-04-2020,11-04-2020,F,6,4234,1,Technology,Mobile Accessories
10526,F,Road,3,2,164,8.2,2,medium,29-03-2020,07-04-2020,F,3,4666,0,Technology,Mobile Accessories
10527,A,Road,4,1,204,10.2,6,low,07-03-2020,13-03-2020,M,1,4943,0,Office Supplies,Mobile Accessories
10528,B,Road,5,5,237,11.85,3,medium,24-12-2023,01-01-2024,M,5,4285,1,Technology,Mobile Accessories
10529,C,Road,6,1,235,11.75,6,medium,01-06-2020,07-06-2020,M,3,5591,0,Technology,Mobile Accessories
10530,F,Road,3,2,235,11.75,2,medium,01-10-2023,11-10-2023,F,9,5116,0,Technology,Mobile Accessories
10531,D,Road,3,5,263,13.15,3,medium,15-11-2023,24-11-2023,M,4,4081,1,Technology,Mobile Accessories
10532,F,Road,5,4,236,11.8,4,medium,12-10-2022,14-10-2022,M,6,4457,0,Technology,Mobile Accessories
10533,A,Road,5,2,146,7.3,2,low,09-09-2021,13-09-2021,M,2,4075,0,Office Supplies,Mobile Accessories
10534,B,Road,3,2,188,9.4,3,medium,11-12-2020,21-12-2020,M,8,5709,0,Technology,Mobile Accessories
10535,C,Road,5,1,152,7.6,3,medium,03-09-2020,13-09-2020,F,3,5981,0,Technology,Mobile Accessories
10536,F,Road,4,1,211,10.55,3,medium,18-09-2021,27-09-2021,F,7,4083,1,Technology,Mobile Accessories
10537,D,Road,4,3,195,9.75,3,low,16-05-2022,23-05-2022,M,1,4236,1,Office Supplies,Mobile Accessories
10538,F,Road,4,4,180,9,4,medium,17-08-2021,23-08-2021,F,7,5609,1,Technology,Mobile Accessories
10539,A,Road,3,2,213,10.65,6,medium,16-10-2021,21-10-2021,M,9,5418,1,Technology,Mobile Accessories
10540,B,Road,4,1,171,8.55,3,medium,26-07-2023,28-07-2023,M,10,5971,0,Technology,Mobile Accessories
10541,C,Road,3,5,253,12.65,4,medium,29-12-2023,07-01-2024,F,5,4761,1,Technology,Mobile Accessories
10542,F,Road,5,4,228,11.4,4,low,24-01-2020,26-01-2020,F,8,4831,1,Office Supplies,Mobile Accessories
10543,D,Road,3,4,158,7.9,2,low,07-12-2023,13-12-2023,M,8,4086,0,Office Supplies,Mobile Accessories
10544,F,Road,3,5,158,7.9,3,low,24-08-2022,29-08-2022,M,10,4861,0,Office Supplies,Mobile Accessories
10545,A,Flight,4,1,195,9.75,2,low,23-09-2023,29-09-2023,F,3,4165,0,Office Supplies,Mobile Accessories
10546,B,Flight,5,1,202,10.1,4,low,21-06-2023,23-06-2023,F,2,5748,0,Office Supplies,Mobile Accessories
10547,C,Flight,4,4,209,10.45,3,medium,01-06-2023,10-06-2023,M,7,4717,1,Technology,Mobile Accessories
10548,F,Flight,2,5,156,7.8,5,medium,05-10-2020,14-10-2020,M,7,5780,0,Technology,Mobile Accessories
10549,D,Flight,3,4,199,9.95,3,medium,18-04-2020,20-04-2020,M,10,4925,1,Technology,Mobile Accessories
10550,F,Flight,6,2,205,10.25,5,high,07-01-2021,16-01-2021,M,6,4756,0,Technology,Mobile Accessories
10551,A,Flight,6,3,165,8.25,4,low,04-06-2023,13-06-2023,F,10,5965,0,Office Supplies,Mobile Accessories
10552,B,Flight,5,3,119,5.95,2,low,06-01-2020,13-01-2020,M,8,5290,1,Office Supplies,Mobile Accessories
10553,C,Flight,3,1,185,9.25,2,medium,11-10-2021,15-10-2021,F,9,4316,0,Technology,Mobile Accessories
10554,F,Flight,6,3,178,8.9,5,low,31-12-2023,09-01-2024,F,5,4567,0,Office Supplies,Mobile Accessories
10555,D,Flight,4,3,248,12.4,3,medium,17-12-2020,23-12-2020,F,5,4667,0,Technology,Mobile Accessories
10556,F,Flight,3,5,190,9.5,3,medium,27-03-2023,31-03-2023,M,4,5069,0,Technology,Mobile Accessories
10557,A,Flight,4,1,227,11.35,3,high,02-05-2023,10-05-2023,M,8,4795,0,Technology,Mobile Accessories
10558,B,Flight,4,2,255,12.75,5,low,22-05-2023,25-05-2023,F,6,4053,0,Office Supplies,Mobile Accessories
10559,C,Flight,3,5,214,10.7,2,medium,29-07-2023,07-08-2023,F,4,4077,1,Technology,Mobile Accessories
10560,F,Flight,4,5,134,6.7,3,medium,14-11-2020,16-11-2020,M,3,5000,1,Technology,Mobile Accessories
10561,D,Flight,3,4,216,10.8,3,low,05-10-2020,11-10-2020,F,3,5817,0,Office Supplies,Mobile Accessories
10562,F,Flight,2,4,183,9.15,2,low,05-10-2021,14-10-2021,M,5,5335,1,Office Supplies,Mobile Accessories
10563,A,Flight,3,5,190,9.5,5,high,16-04-2022,20-04-2022,F,7,4457,0,Technology,Mobile Accessories
10564,B,Flight,4,5,219,10.95,2,low,03-07-2022,05-07-2022,M,4,4197,1,Office Supplies,Mobile Accessories
10565,C,Flight,3,2,207,10.35,2,medium,02-09-2021,04-09-2021,F,10,4070,1,Technology,Mobile Accessories
10566,F,Flight,5,4,135,6.75,4,medium,01-07-2023,07-07-2023,M,4,4541,0,Technology,Mobile Accessories
10567,D,Ship,3,4,254,12.7,2,medium,17-01-2020,27-01-2020,M,2,5957,0,Technology,Mobile Accessories
